Date,open,high,low,close,volume,dividends,stock splits
1963-01-02,2.6854828386573404,2.6898564054982814,2.646118564676791,2.672361135482788,244385.0,0.0,0.0
1963-01-03,2.6723610215476716,2.6986035912348267,2.663613721130106,2.6898562908172607,602950.0,0.0,0.0
1963-01-04,2.689855435218149,2.7117244312946576,2.689855435218149,2.7029764652252197,470742.0,0.0,0.0
1963-01-07,2.6942302800678526,2.6942302800678526,2.6592404066451247,2.685482978820801,482761.0,0.0,0.0
1963-01-08,2.6854826884138543,2.729219858353915,2.681108954708987,2.724846124649048,673060.0,0.0,0.0
1963-01-09,2.724844275397456,2.7467132632973392,2.7117234174047224,2.729218006134033,518817.0,0.0,0.0
1963-01-10,2.729222042264727,2.7729599156380793,2.724848305060015,2.7642126083374023,663045.0,0.0,0.0
1963-01-11,2.764209166581006,2.764209166581006,2.7510874699786463,2.7598347663879395,262413.0,0.0,0.0
1963-01-14,2.7598347234123644,2.7642091235373134,2.7467138625570087,2.7510874271392822,298470.0,0.0,0.0
1963-01-15,2.7510874271392822,2.755461158830091,2.733592834593118,2.7510874271392822,336530.0,0.0,0.0
1963-01-16,2.7510868269254174,2.7554605576619946,2.724844275397456,2.729218006134033,400631.0,0.0,0.0
1963-01-17,2.7292199988013137,2.7510888355596466,2.7204726980500493,2.7379679679870605,220347.0,0.0,0.0
1963-01-18,2.7379667614152323,2.7598349201021852,2.7335930294127135,2.742340326309204,140221.0,0.0,0.0
1963-01-21,2.7423401450108753,2.7598347376472745,2.7248448839403316,2.746713876724243,290458.0,0.0,0.0
1963-01-22,2.746713876724243,2.751087441329075,2.7423401450108753,2.746713876724243,136215.0,0.0,0.0
1963-01-23,2.7467139053282685,2.777330027640677,2.742340173569353,2.7598347663879395,414653.0,0.0,0.0
1963-01-24,2.7598347663879395,2.764209166581006,2.742340173569353,2.7598347663879395,210331.0,0.0,0.0
1963-01-25,2.7598382026977073,2.7729599156380793,2.742343588096353,2.7642126083374023,252398.0,0.0,0.0
1963-01-28,2.7642105011862173,2.7773313685808536,2.7554625321191133,2.7729578018188477,332524.0,0.0,0.0
1963-01-29,2.7729578018188477,2.7773313685808536,2.7598360988811192,2.7729578018188477,148234.0,0.0,0.0
1963-01-30,2.7598332898772773,2.7598332898772773,2.707348871066528,2.7160961627960205,250395.0,0.0,0.0
1963-01-31,2.716098964120107,2.742341534808382,2.698603694183096,2.7379679679870605,218344.0,0.0,0.0
1963-02-01,2.7379659689326834,2.742339532560762,2.720470711769378,2.729218006134033,160252.0,0.0,0.0
1963-02-04,2.729217183944484,2.7335914146887994,2.707348871066528,2.7160961627960205,302477.0,0.0,0.0
1963-02-05,2.716098824347925,2.729219858353915,2.707351524046803,2.724846124649048,290458.0,0.0,0.0
1963-02-06,2.7248447842098034,2.742340044640013,2.7248447842098034,2.733592748641968,242382.0,0.0,0.0
1963-02-07,2.7335928486926755,2.7554611730424425,2.7292186156536995,2.746713876724243,214338.0,0.0,0.0
1963-02-08,2.7467138625570087,2.755461158830091,2.729218601576704,2.7510874271392822,252398.0,0.0,0.0
1963-02-11,2.7510876232056947,2.7510876232056947,2.7379667614152323,2.742340326309204,276436.0,0.0,0.0
1963-02-12,2.7379679679870605,2.7379679679870605,2.7204726980500493,2.7379679679870605,226357.0,0.0,0.0
1963-02-13,2.737970018000387,2.7685861784333676,2.733596280795676,2.7642126083374023,388612.0,0.0,0.0
1963-02-14,2.7642105386753357,2.7642105386753357,2.7379679679870605,2.7379679679870605,186294.0,0.0,0.0
1963-02-15,2.737970018000387,2.7642126083374023,2.733596280795676,2.7642126083374023,204322.0,0.0,0.0
1963-02-18,2.7642091808615388,2.7642091808615388,2.7467139195184167,2.7554612159729004,268423.0,0.0,0.0
1963-02-19,2.7467148628355957,2.7467148628355957,2.702977028673778,2.7117249965667725,190300.0,0.0,0.0
1963-02-20,2.67673523599835,2.67673523599835,2.611128398610606,2.6504926681518555,348549.0,0.0,0.0
1963-02-21,2.650493105398073,2.6898565458900117,2.6067552622937726,2.685482978820801,306483.0,0.0,0.0
1963-02-25,2.6636129247495104,2.6636129247495104,2.6242494997593915,2.6329967975616455,276436.0,0.0,0.0
1963-02-26,2.632997489752139,2.6417447898539765,2.6067549210121923,2.6198766231536865,246388.0,0.0,0.0
1963-02-27,2.6198759869139403,2.62424955234843,2.5980069899815184,2.6111278533935547,132208.0,0.0,0.0
1963-02-28,2.598006371548047,2.598006371548047,2.541147694914462,2.5455212593078613,384606.0,0.0,0.0
1963-03-01,2.5498955980504276,2.5761381604200113,2.5498955980504276,2.5630171298980713,266420.0,0.0,0.0
1963-03-04,2.5630166203897784,2.598006473782082,2.5498950911505953,2.5586423873901367,222350.0,0.0,0.0
1963-03-05,2.558643926295164,2.5717654634263396,2.536775588989258,2.536775588989258,220347.0,0.0,0.0
1963-03-06,2.536775548936414,2.571765422821045,2.5105329764143085,2.571765422821045,224353.0,0.0,0.0
1963-03-07,2.5717640772352692,2.60675393281268,2.5717640772352692,2.5892586708068848,306483.0,0.0,0.0
1963-03-08,2.59363317489624,2.6198757347371675,2.59363317489624,2.59363317489624,226357.0,0.0,0.0
1963-03-11,2.593632153423465,2.628621996619611,2.584884191298971,2.6242482662200928,224353.0,0.0,0.0
1963-03-12,2.6233866557879635,2.6233866557879635,2.5927286653032153,2.6102473735809326,256404.0,0.00501,0.0
1963-03-13,2.6102467441900066,2.6277654482435584,2.601487726828141,2.614626169204712,204322.0,0.0,0.0
1963-03-14,2.614626364398059,2.623386219076162,2.5620710849761963,2.5620710849761963,218344.0,0.0,0.0
1963-03-15,2.5664507583795877,2.601487494021439,2.5664507583795877,2.579589366912842,202319.0,0.0,0.0
1963-03-18,2.5795903013574097,2.5795903013574097,2.531414270401001,2.531414270401001,164259.0,0.0,0.0
1963-03-19,2.5314135242895768,2.5489322279579727,2.5314135242895768,2.544552803039551,166262.0,0.0,0.0
1963-03-20,2.5445530489446666,2.566451179647715,2.535793361599031,2.5620710849761963,226357.0,0.0,0.0
1963-03-21,2.562070689257198,2.5839688165780195,2.5576910972595215,2.5576910972595215,280442.0,0.0,0.0
1963-03-22,2.557691385712289,2.575210090343611,2.54455294290241,2.566451072692871,194306.0,0.0,0.0
1963-03-25,2.566451072692871,2.5839691079943505,2.5620709782038893,2.566451072692871,284448.0,0.0,0.0
1963-03-26,2.57083138497823,2.6014885410029693,2.57083138497823,2.583969831466675,266420.0,0.0,0.0
1963-03-27,2.583969748768537,2.6146269038121157,2.583969748768537,2.5883493423461914,290458.0,0.0,0.0
1963-03-28,2.597108928036379,2.6233866557879635,2.597108928036379,2.6102473735809326,296467.0,0.0,0.0
1963-03-29,2.6102467441900066,2.6277654482435584,2.6102467441900066,2.614626169204712,260410.0,0.0,0.0
1963-04-01,2.6146267996516186,2.6190063930548,2.597108928036379,2.6102473735809326,228360.0,0.0,0.0
1963-04-02,2.6058675137147618,2.6058675137147618,2.5620710849761963,2.5620710849761963,392619.0,0.0,0.0
1963-04-03,2.5620715114809447,2.6146267996516186,2.5489328986038955,2.6102473735809326,292461.0,0.0,0.0
1963-04-04,2.6102473758584557,2.6277660841514585,2.6014883563769455,2.619006395339966,320505.0,0.0,0.0
1963-04-05,2.619005154038223,2.702217723996901,2.6146255627069683,2.6890792846679688,558881.0,0.0,0.0
1963-04-08,2.6890792846679688,2.702217723996901,2.667180993346861,2.6890792846679688,298470.0,0.0,0.0
1963-04-09,2.6890785606248997,2.6978375735966007,2.6759392881716773,2.6803195476531982,300473.0,0.0,0.0
1963-04-10,2.6803195476531982,2.6890785606248997,2.640902566955387,2.6803195476531982,250395.0,0.0,0.0
1963-04-11,2.680321883605971,2.680321883605971,2.6496638891608213,2.6628031730651855,346546.0,0.0,0.0
1963-04-15,2.671562009363145,2.7153584480286175,2.671562009363145,2.7065987586975098,398628.0,0.0,0.0
1963-04-16,2.70659699215341,2.7284951135274085,2.689078963584921,2.719736099243164,290458.0,0.0,0.0
1963-04-17,2.7197375810853446,2.7416358817229733,2.7065984668367773,2.7372562885284424,484764.0,0.0,0.0
1963-04-18,2.732875341705468,2.732875341705468,2.706597623394577,2.724116325378418,236372.0,0.0,0.0
