date,value
2018-12-31,128124.62003779152
2019-01-02,128124.62003779152
2019-01-03,128124.62003779152
2019-01-04,128124.62003779152
2019-01-07,128102.19822928493
2019-01-08,128527.23389548693
2019-01-09,128586.08200177945
2019-01-10,128676.26469460173
2019-01-11,128861.31279267056
2019-01-14,128747.15654371023
2019-01-15,129697.33816044079
2019-01-16,129564.81193602373
2019-01-17,129715.37704208064
2019-01-18,129532.45201576946
2019-01-22,128869.1758272438
2019-01-23,128657.15811407968
2019-01-24,128848.06529051134
2019-01-25,129411.58115650556
2019-01-28,129121.16849491502
2019-01-29,128715.29472418409
2019-01-30,129525.32664579278
2019-01-31,130572.48885399665
2019-02-01,130477.22683327238
2019-02-04,131099.58762508488
2019-02-05,131381.52971325762
2019-02-06,131058.14745129325
2019-02-07,130495.85023929988
2019-02-08,130803.31197223566
2019-02-11,130509.82783782155
2019-02-12,130505.48318527854
2019-02-13,130355.88697893707
2019-02-14,130546.96174995176
2019-02-15,130647.15756865565
2019-02-19,130813.55212808233
2019-02-20,130946.8688589311
2019-02-21,130587.85762118694
2019-02-22,131180.784966079
2019-02-25,131752.0159410991
2019-02-26,131457.9558271511
2019-02-27,131006.88020080171
2019-02-28,130731.00710065293
2019-03-01,131066.12178406457
2019-03-04,131497.57155880038
2019-03-05,131918.4218557058
2019-03-06,131388.1532666566
2019-03-07,130627.34027667083
2019-03-08,130550.01498736297
2019-03-11,130956.31990351346
2019-03-12,130969.91979818727
2019-03-13,131543.43398510007
2019-03-14,131224.01362759277
2019-03-15,131767.40552775425
2019-03-18,132415.60301112075
2019-03-19,132408.72530055494
2019-03-20,133534.3303219404
2019-03-21,134225.4163419071
2019-03-22,132701.9834792228
2019-03-25,133366.9052735046
2019-03-26,133272.9718482874
2019-03-27,132315.98774128855
2019-03-28,132444.2086235965
2019-03-29,132881.94080345094
2019-04-01,133530.8637485056
2019-04-02,133650.40805227347
2019-04-03,133526.57515587125
2019-04-04,133064.00654114276
2019-04-05,133271.58506172744
2019-04-08,133025.57603557417
2019-04-09,132546.0267639696
2019-04-10,133082.8915470314
2019-04-11,132804.76279041992
2019-04-12,132635.45443948355
2019-04-15,132182.0690020946
2019-04-16,132742.14012113586
2019-04-17,133103.60713678607
2019-04-18,133050.92656235164
2019-04-22,133642.16716892552
2019-04-23,134618.38980888418
2019-04-24,134367.87504448806
2019-04-25,133752.73742092188
2019-04-26,133368.16753943724
2019-04-29,133376.66849427894
2019-04-30,132960.02763865696
2019-05-01,133819.10191196986
2019-05-02,133803.16237453438
2019-05-03,134811.28386729007
2019-05-06,134000.4353657039
2019-05-07,132305.21313540163
2019-05-08,132179.8450636012
2019-05-09,131946.25242862638
2019-05-10,132536.57751438365
2019-05-13,130477.1647924603
2019-05-14,130966.33741379136
2019-05-15,132158.1209316742
2019-05-16,132422.01599268173
2019-05-17,131813.83780863413
2019-05-20,130374.74478061861
2019-05-21,130977.91560576292
2019-05-22,130062.70309130989
2019-05-23,129101.35600214166
2019-05-24,129141.61573567922
2019-05-28,129589.78559115068
2019-05-29,129020.89999210107
2019-05-30,129310.0887188419
2019-05-31,128070.8744345447
2019-06-03,125328.07891685594
2019-06-04,126529.64849948909
2019-06-05,127206.01673125433
2019-06-06,127661.5124270893
2019-06-07,129122.65906093127
2019-06-10,129663.33580502053
2019-06-11,129511.9065558441
2019-06-12,129337.33319982482
2019-06-13,129171.53184899551
2019-06-14,128767.65369568588
2019-06-17,128525.83965595198
2019-06-18,129456.48829649456
2019-06-19,129484.85259104116
2019-06-20,129566.80085532181
2019-06-21,129239.37543029751
2019-06-24,129355.7944481394
2019-06-25,128593.0561680304
2019-06-26,129262.30639082723
2019-06-27,129534.82068769801
2019-06-28,129276.11217198218
2019-07-01,129953.86231882777
2019-07-02,130136.61739553159
2019-07-03,130323.7349628062
2019-07-05,130367.98776469458
2019-07-08,130175.44526514452
2019-07-09,130717.59328448774
2019-07-10,131933.78227882576
2019-07-11,131666.31422074535
2019-07-12,132283.96618567052
2019-07-15,132570.5657376714
2019-07-16,132430.226396627
2019-07-17,132243.73759976978
2019-07-18,129989.12351320803
2019-07-19,129597.4463464853
2019-07-22,129545.458932432
2019-07-23,129949.49504703732
2019-07-24,130609.93192813263
2019-07-25,126984.81143517207
2019-07-26,126814.75811010684
2019-07-29,127103.90970692974
2019-07-30,127797.1201602322
2019-07-31,127444.79389153022
2019-08-01,126596.57457571648
2019-08-02,126251.46676687026
2019-08-05,124951.50038254187
2019-08-06,125459.1952237092
2019-08-07,125724.40980565929
2019-08-08,126635.29326998067
2019-08-09,126146.75888219973
2019-08-12,125633.12099209818
2019-08-13,126793.13660988232
2019-08-14,125186.78355301378
2019-08-15,124970.84883782182
2019-08-16,125639.57720900855
2019-08-19,126511.5148421533
2019-08-20,126263.8777532295
2019-08-21,126257.61076360979
2019-08-22,126312.4263926933
2019-08-23,124630.28703539737
2019-08-26,125290.06550056417
2019-08-27,125076.3558056683
2019-08-28,125283.84771269918
2019-08-29,126081.6809359957
2019-08-30,126220.4120664907
2019-09-03,125731.96513914851
2019-09-04,125900.71638588604
2019-09-05,126994.87537826458
2019-09-06,126814.84578703507
2019-09-09,127060.61922308852
2019-09-10,126167.50543826846
2019-09-11,126816.5307123618
2019-09-12,126793.15509423031
2019-09-13,126556.38576241609
2019-09-16,126551.17519320903
2019-09-17,126723.12762824363
2019-09-18,125628.3140867814
2019-09-19,125566.36750689507
2019-09-20,125268.68869075071
2019-09-23,125266.55114196
2019-09-24,124981.74295328543
2019-09-25,125281.62310921428
2019-09-26,125074.5130980166
2019-09-27,124947.01561435174
2019-09-30,125242.19058575756
2019-10-01,125269.49746297879
2019-10-02,124887.31097817249
2019-10-03,125034.06485155315
2019-10-04,125403.24393827323
2019-10-07,125328.20937471451
2019-10-08,125104.49635992332
2019-10-09,125741.33692565508
2019-10-10,126038.39045050846
2019-10-11,126629.93112187949
2019-10-14,126988.46017491983
2019-10-15,127208.35176766658
2019-10-16,127104.84594456703
2019-10-17,127183.20287950656
2019-10-18,126795.16078843665
2019-10-21,127016.94093822842
2019-10-22,126852.98949165696
2019-10-23,127113.13958644847
2019-10-24,129381.63067530392
2019-10-25,130894.7136829612
2019-10-28,131402.95782681595
2019-10-29,130389.13406008329
2019-10-30,130523.88754724435
2019-10-31,130741.28356430966
2019-11-01,131161.8602261808
2019-11-04,131538.78050884645
2019-11-05,131494.5898977429
2019-11-06,131865.90768096194
2019-11-07,132411.57809834904
2019-11-08,132574.5445329536
2019-11-11,132870.2973805968
2019-11-12,133578.12198408705
2019-11-13,133517.64005924846
2019-11-14,133462.94222432532
2019-11-15,134052.09753708792
2019-11-18,134364.11002288444
2019-11-19,134834.13451256463
2019-11-20,134114.9933875993
2019-11-21,134149.08369242644
2019-11-22,133513.22951497388
2019-11-25,134129.82711597224
2019-11-26,133610.0972201035
2019-11-27,134347.62254268577
2019-11-29,134210.23633637358
2019-12-02,133880.97937602538
2019-12-03,133417.63966214657
2019-12-04,133496.60149856063
2019-12-05,133814.38567384586
2019-12-06,134634.94044316415
2019-12-09,134400.25288875625
2019-12-10,134801.89943556848
2019-12-11,134894.09476194237
2019-12-12,135794.9200527871
2019-12-13,133936.15211339807
2019-12-16,135690.7604507472
2019-12-17,135794.4812860618
2019-12-18,135946.85072473076
2019-12-19,137019.80994789134
2019-12-20,137870.72493020864
2019-12-23,138986.472165955
2019-12-24,139995.72815282235
2019-12-26,140326.79519529766
2019-12-27,139669.9893345134
2019-12-30,138132.76875794667
2019-12-31,138648.62275717326
2020-01-02,141657.5893374167
2020-01-03,141210.28326706163
2020-01-06,142034.951535311
2020-01-07,141512.9431100225
2020-01-08,143293.32452119433
2020-01-09,143834.80797311553
2020-01-10,143321.72527721417
2020-01-13,147283.70476718037
2020-01-14,147403.54795373927
2020-01-15,146185.5138835875
2020-01-16,146865.19340601715
2020-01-17,147601.44761048717
2020-01-21,149771.16966772737
2020-01-22,151499.96575546206
2020-01-23,151965.12650921987
2020-01-24,150744.08873336972
2020-01-27,148793.83086801568
2020-01-28,150897.35231789737
2020-01-29,151052.98375818096
2020-01-30,155428.89025245458
2020-01-31,153673.38126354464
2020-02-03,162329.98640972737
2020-02-04,170927.8763199519
2020-02-05,161670.66891216824
2020-02-06,161820.22536962634
2020-02-07,161456.1936363858
2020-02-10,163386.57700868865
2020-02-11,162849.36899355458
2020-02-12,163401.2731263876
2020-02-13,164132.84073991285
2020-02-14,164280.50776137
2020-02-18,166686.92207402858
2020-02-19,167914.6891526074
2020-02-20,166917.6310709808
2020-02-21,165143.41813775297
2020-02-24,160937.7574289968
2020-02-25,158740.03741800258
2020-02-26,160684.4588048876
2020-02-27,157444.62966190925
2020-02-28,157169.07062145008
2020-03-02,158404.9757300234
2020-03-03,157142.33620453428
2020-03-04,158686.7069064067
2020-03-05,157554.64869077096
2020-03-06,157162.90162336832
2020-03-09,154822.22156286397
2020-03-10,156413.767075793
2020-03-11,155520.74161306294
2020-03-12,152032.0878777377
2020-03-13,152619.34144301258
2020-03-16,152100.02905069088
2020-03-17,152743.08759828165
2020-03-18,152863.1499071284
2020-03-19,153139.0870345096
2020-03-20,152950.32462743687
2020-03-23,153257.7406193205
2020-03-24,153459.66765171394
2020-03-25,153165.68910142555
2020-03-26,153543.05022580628
2020-03-27,153242.94901694436
2020-03-30,153588.88666679355
2020-03-31,153511.7887876075
2020-04-01,153284.12608664882
2020-04-02,153344.42757719877
2020-04-03,153278.11172786908
2020-04-06,153771.14695265633
2020-04-07,153822.82179659276
2020-04-08,154265.51051836845
2020-04-09,154150.18303365615
2020-04-13,154893.70979313256
2020-04-14,156196.92283996506
2020-04-15,156115.84673782505
2020-04-16,157198.35127691127
2020-04-17,157071.60034598387
2020-04-20,156816.16372294747
2020-04-21,155667.36072337258
2020-04-22,156585.4977054746
2020-04-23,156566.30936760528
2020-04-24,156932.22922829515
2020-04-27,156978.73743718627
2020-04-28,156338.26813700158
2020-04-29,157178.22396504343
2020-04-30,157515.04439168208
2020-05-01,156219.37288229118
2020-05-04,156808.02801867278
2020-05-05,156984.5364442062
2020-05-06,157331.9089438364
2020-05-07,157628.06999341483
2020-05-08,158071.949833675
2020-05-11,158152.43359572117
2020-05-12,157759.54514046697
2020-05-13,157470.18636475984
2020-05-14,157778.4220178771
2020-05-15,158246.4451423628
2020-05-18,158476.2251050336
2020-05-19,158568.12013635266
2020-05-20,159233.78237163744
2020-05-21,159149.62725510713
2020-05-22,159045.88388463727
2020-05-26,158567.52884297087
2020-05-27,158551.96924485694
2020-05-28,158052.79685942113
2020-05-29,158495.34232916505
2020-06-01,159658.55761779414
2020-06-02,159561.26288183755
2020-06-03,159312.5791778428
2020-06-04,158730.6372205908
2020-06-05,159313.36384329997
2020-06-08,159985.53136510254
2020-06-09,159677.83675990565
2020-06-10,160562.11349214456
2020-06-11,158038.12169455053
2020-06-12,157775.07817304294
2020-06-15,158714.53309018092
2020-06-16,158482.96994857912
